Date,Open,High,Low,Close,Adj Close,Volume
2016-10-06,40.259998,40.380001,38.560001,39.270000,36.115253,51179500
2016-10-13,38.529999,40.919998,37.910000,40.900002,37.614307,74190700
2016-10-20,40.820000,42.410000,40.049999,41.400002,38.074142,55250800
2016-10-27,41.619999,42.480000,40.919998,41.930000,38.561554,47969300
2016-11-03,42.060001,45.490002,41.750000,45.250000,41.614849,53513600
2016-11-10,45.419998,49.240002,44.970001,47.380001,43.774742,64004900
2016-11-17,47.410000,49.299999,47.209999,49.209999,45.465488,39151100
2016-11-24,49.169998,49.410000,46.849998,48.180000,44.513866,27771600
2016-12-01,47.959999,51.330002,47.590000,51.099998,47.211670,47722700
2016-12-08,51.099998,52.759998,49.580002,49.820000,46.029072,45075000
2016-12-15,50.480000,51.740002,50.090000,50.919998,47.045372,35594000
2016-12-22,50.770000,50.849998,49.450001,49.509998,45.742657,17339400
2016-12-29,49.540001,50.930000,48.869999,50.700001,46.842106,21202500
2017-01-05,50.410000,51.740002,49.220001,51.439999,47.525799,36503900
2017-01-12,51.299999,52.000000,49.669998,50.299999,46.472542,36219400
2017-01-19,50.279999,50.540001,48.770000,50.189999,46.370918,37982600
2017-01-26,50.689999,51.540001,46.570000,47.259998,43.663857,49414500
2017-02-02,46.590000,48.939999,46.480000,48.099998,44.439941,34202700
2017-02-09,48.099998,51.959999,48.099998,51.169998,47.276348,38892800
2017-02-16,51.160000,51.529999,50.189999,50.930000,47.054600,22806300
2017-02-23,51.119999,51.869999,49.830002,51.029999,47.334629,43294700
2017-03-02,50.000000,50.689999,47.520000,47.669998,44.217957,52498800
2017-03-09,47.689999,48.349998,45.230000,47.189999,43.772709,54295100
2017-03-16,47.619999,47.700001,44.470001,45.740002,42.427719,48491300
2017-03-23,45.869999,46.799999,45.080002,45.950001,42.622505,34544800
2017-03-30,46.020000,46.480000,45.000000,45.080002,41.815510,36438800
2017-04-06,45.119999,47.169998,44.490002,45.049999,41.787678,49872700
2017-04-13,44.889999,45.599998,43.810001,45.080002,41.815510,38496300
2017-04-20,45.410000,47.549999,45.250000,46.369999,43.012096,42082400
2017-04-27,45.680000,48.490002,44.860001,48.310001,44.811604,48210300
2017-05-04,48.459999,49.990002,48.200001,49.970001,46.351398,37722500
2017-05-11,50.009998,50.180000,47.669998,47.740002,44.282887,36234500
2017-05-18,47.639999,48.970001,47.549999,48.869999,45.517689,28488200
2017-05-25,48.990002,50.950001,48.520000,49.130001,45.759850,31811900
2017-06-01,49.320000,52.500000,49.299999,52.270000,48.684452,46036400
2017-06-08,52.270000,53.570000,51.369999,51.910000,48.349155,42816900
2017-06-15,51.630001,52.799999,50.919998,52.270000,48.684452,32985600
2017-06-22,52.990002,54.200001,52.169998,53.840000,50.146759,41828300
2017-06-29,54.110001,54.709999,53.680000,54.330002,50.603146,21526200
2017-07-06,54.180000,55.750000,53.889999,55.480000,51.674263,39230200
2017-07-13,54.549999,55.389999,53.099998,53.790001,50.100189,45027700
2017-07-20,53.790001,53.910000,50.630001,51.130001,47.622658,37354900
2017-07-27,50.400002,50.980000,49.259998,50.009998,46.579487,43695200
2017-08-03,50.119999,51.549999,49.500000,49.669998,46.262802,28457900
2017-08-10,49.570000,50.500000,48.459999,50.130001,46.691257,27673700
2017-08-17,50.020000,50.150002,45.790001,46.180000,43.012211,42849300
2017-08-24,46.480000,47.209999,45.000000,46.830002,43.899326,47144400
2017-08-31,47.000000,47.849998,44.590000,47.389999,44.424286,42056800
2017-09-07,47.299999,49.209999,46.889999,48.980000,45.914776,38020800
2017-09-14,48.900002,48.980000,47.750000,48.040001,45.033600,42358800
2017-09-21,48.000000,49.279999,47.119999,47.720001,44.733627,34330900
2017-09-28,47.459999,52.070000,47.459999,51.560001,48.333321,46777500
2017-10-05,51.509998,53.970001,51.259998,53.070000,49.748825,39786400
2017-10-12,53.099998,54.060001,52.540001,52.860001,49.551964,29823000
2017-10-19,52.570000,53.380001,51.369999,52.240002,48.970764,31720900
2017-10-26,52.869999,53.619999,49.950001,50.349998,47.199036,33037200
2017-11-02,50.480000,51.169998,49.459999,50.060001,46.927193,24780800
2017-11-09,49.700001,49.990002,48.330002,49.330002,46.242874,29242100
2017-11-16,49.459999,50.830002,49.119999,50.410000,47.255287,25224300
2017-11-23,50.480000,52.750000,49.080002,52.099998,49.143372,26381600
2017-11-30,52.500000,54.130001,51.759998,52.299999,49.332016,36879300
2017-12-07,52.000000,54.860001,51.919998,53.630001,50.586540,33433700
2017-12-14,54.880001,56.770000,53.919998,56.220001,53.029560,50389300
2017-12-21,56.490002,56.840000,55.869999,56.119999,52.935234,19180000
2017-12-28,56.180000,56.740002,55.070000,55.689999,52.529640,21401600
2018-01-04,55.730000,56.049999,53.880001,55.860001,52.689995,46565100
2018-01-11,57.099998,60.790001,56.259998,59.720001,56.330940,56374700
2018-01-18,59.799999,60.279999,55.560001,56.799999,53.576645,47719600
2018-01-25,57.000000,57.270000,54.490002,56.770000,53.548344,52235400
2018-02-01,56.509998,57.180000,51.259998,53.849998,50.794056,45168800
2018-02-08,53.849998,53.900002,48.520000,52.200001,49.237698,57880000
2018-02-15,52.570000,54.389999,51.980000,53.160000,50.143211,24758400
2018-02-22,53.259998,55.009998,52.450001,53.900002,50.841217,28875100
2018-03-01,53.869999,54.959999,51.810001,53.529999,50.783581,29946600
2018-03-08,53.959999,57.259998,53.860001,56.150002,53.269165,36348600
2018-03-15,56.470001,57.310001,54.750000,55.950001,53.079426,30611300
2018-03-22,55.500000,56.000000,53.720001,53.930000,51.163063,33934700
2018-03-29,54.020000,55.220001,50.950001,53.860001,51.096657,29343100
2018-04-05,54.310001,54.480000,51.360001,51.470001,48.829277,37535400
2018-04-12,52.599998,56.020000,51.950001,55.209999,52.377384,47015200
2018-04-19,55.040001,55.820000,53.110001,54.650002,51.846115,32898400
2018-04-26,53.900002,54.040001,51.849998,52.360001,49.673615,37971800
2018-05-03,52.020000,53.060001,51.090000,51.619999,48.971573,32439100
2018-05-10,51.549999,53.990002,51.320000,53.480000,50.736153,39438100
2018-05-17,53.419998,54.990002,52.810001,53.400002,50.961369,25937800
2018-05-24,53.529999,56.119999,53.529999,54.310001,51.829807,23542800
2018-05-31,54.419998,55.430000,52.630001,54.169998,51.696194,29949300
2018-06-07,53.910000,55.840000,52.889999,54.650002,52.154270,29155900
2018-06-14,54.779999,55.500000,53.320000,53.840000,51.381268,29790000
2018-06-21,53.799999,54.310001,49.700001,49.889999,47.611652,36512300
2018-06-28,49.820000,50.320000,48.619999,48.779999,46.552345,28325200
2018-07-05,49.099998,50.779999,48.520000,49.840000,47.563938,36927600
2018-07-12,50.900002,53.549999,49.119999,52.799999,50.388763,43576000
2018-07-19,52.860001,53.240002,51.259998,51.660000,49.300827,26978400
2018-07-26,51.660000,55.049999,51.509998,53.590000,51.491409,32811300
2018-08-02,53.209999,55.549999,52.939999,55.230000,53.067184,18740700
2018-08-09,55.209999,55.720001,53.759998,55.230000,53.067184,19347800
2018-08-16,55.330002,58.029999,55.220001,56.910000,54.681400,22616800
2018-08-23,56.810001,58.869999,56.549999,58.520000,56.228348,22059000
2018-08-30,58.330002,59.599998,56.950001,57.209999,54.969650,23609900
2018-09-06,57.209999,58.459999,55.689999,57.389999,55.142601,27654200
2018-09-13,57.389999,58.360001,56.919998,57.900002,55.632629,18132200
2018-09-20,58.200001,60.230000,56.410000,57.509998,55.257896,31966600
2018-09-27,57.820000,58.580002,54.209999,54.320000,52.192822,29951300
2018-10-04,54.250000,54.430000,49.680000,49.709999,47.763344,40166100
2018-10-11,51.500000,55.279999,50.669998,54.299999,52.173603,47927400
2018-10-18,54.290001,54.430000,51.369999,51.509998,49.492855,31474100
2018-10-25,51.410000,56.130001,51.360001,54.730000,52.586765,45792800
2018-11-01,54.930000,57.250000,54.750000,56.790001,54.566097,31283400
2018-11-08,56.590000,57.919998,55.880001,56.430000,54.560894,26313600
2018-11-15,56.160000,57.320000,54.900002,55.970001,54.116131,31461600
2018-11-22,56.490002,59.000000,56.270000,58.869999,56.920074,24789100
2018-11-29,58.500000,61.320000,56.330002,60.119999,58.128670,38829000
2018-12-06,56.630001,58.230000,55.310001,56.270000,54.406200,36439400
2018-12-13,56.230000,56.450001,51.410000,51.930000,50.209946,35622300
2018-12-20,51.529999,52.060001,47.900002,50.410000,48.740288,32943000
2018-12-27,50.029999,51.099998,48.320000,50.090000,48.430889,24493500
2019-01-03,48.509998,48.939999,45.080002,48.470001,46.864552,55433300
2019-01-10,46.680000,49.290001,45.820000,47.500000,45.926678,49945700
2019-01-17,47.439999,48.700001,46.840000,47.299999,45.733303,31407200
2019-01-24,48.259998,50.450001,46.900002,50.270000,48.604927,49590200
2019-01-31,50.070000,51.060001,49.090000,50.520000,48.846649,34771900
2019-02-07,50.340000,51.070000,49.880001,50.410000,48.740288,31151000
2019-02-14,50.070000,52.220001,49.959999,51.240002,49.542805,27674100
2019-02-21,51.200001,51.959999,49.950001,50.430000,48.759632,34077000
2019-02-28,50.090000,50.490002,48.220001,49.709999,48.063480,49575100
2019-03-07,49.509998,51.320000,48.759998,51.020000,49.674847,44232000
2019-03-14,51.380001,52.080002,49.770000,49.869999,48.555168,36016000
2019-03-21,49.709999,50.610001,48.680000,49.970001,48.652531,30707600
2019-03-28,50.110001,57.570000,49.900002,57.000000,55.497185,53461900
2019-04-04,57.459999,58.970001,56.369999,57.860001,56.334503,47817700
2019-04-11,57.950001,58.990002,57.369999,58.430000,56.889481,30431100
2019-04-18,58.500000,58.580002,57.279999,57.849998,56.324768,16020200
2019-04-25,57.840000,58.570000,56.380001,57.180000,55.672436,22147100
2019-05-02,57.320000,58.139999,56.180000,56.450001,55.293690,20630700
2019-05-09,56.139999,56.869999,54.070000,55.049999,53.922371,19427300
2019-05-16,55.139999,55.959999,53.750000,54.060001,52.952648,16857600
2019-05-23,53.650002,54.950001,52.810001,53.209999,52.120060,15165400
2019-05-30,53.380001,55.230000,51.310001,54.939999,53.814621,30633300
2019-06-06,55.060001,55.900002,54.360001,55.450001,54.314178,20429600
2019-06-13,55.689999,57.240002,55.259998,56.360001,55.205536,21579500
2019-06-20,56.849998,56.880001,55.330002,56.380001,55.225128,24542500
2019-06-27,56.750000,59.619999,56.500000,59.150002,57.938385,27560200
2019-07-04,59.150002,59.990002,57.849998,59.470001,58.251827,29349000
2019-07-11,60.250000,63.270000,59.470001,62.250000,60.974884,46482000
2019-07-18,61.770000,63.439999,60.860001,63.160000,61.866245,30342200
2019-07-25,62.770000,63.130001,60.680000,61.040001,60.174046,24321400
2019-08-01,61.310001,61.770000,57.029999,59.240002,58.399586,30786500
2019-08-08,59.930000,60.450001,56.700001,57.230000,56.418095,29627700
2019-08-15,57.470001,59.000000,56.779999,58.009998,57.187031,17618600
2019-08-22,58.130001,58.279999,55.570000,56.680000,55.875896,25739200
2019-08-29,57.119999,58.860001,56.650002,57.230000,56.418095,19911000
2019-09-05,57.660000,59.180000,57.549999,58.779999,57.946106,24516500
2019-09-12,58.779999,60.580002,57.250000,59.310001,58.468590,34545800
2019-09-19,59.250000,59.250000,57.560001,58.310001,57.482777,22337200
2019-09-26,58.110001,59.380001,52.869999,54.349998,53.578953,34272000
2019-10-03,53.119999,54.400002,51.810001,53.919998,53.155052,45282200
2019-10-10,51.950001,54.130001,51.070000,53.169998,52.415691,54216500
2019-10-17,53.520000,54.980000,53.180000,53.810001,53.046616,28591000
2019-10-24,54.299999,55.869999,53.480000,55.320000,54.940334,21498700
2019-10-31,55.020000,58.139999,54.410000,57.580002,57.184826,30613600
2019-11-07,57.919998,58.430000,56.299999,56.500000,56.112236,24922300
2019-11-14,56.270000,57.490002,55.279999,55.669998,55.287933,23990900
2019-11-21,55.740002,57.580002,55.119999,57.070000,56.678326,30442500
2019-11-28,57.150002,57.849998,54.540001,56.060001,55.675259,19913600
2019-12-05,56.389999,56.599998,54.950001,55.080002,54.701984,22941300
2019-12-12,55.910000,59.639999,55.610001,58.580002,58.177963,32459200
2019-12-19,58.619999,59.919998,58.419998,59.389999,58.982403,15205500
2019-12-26,59.480000,59.720001,58.240002,58.480000,58.078648,12699600
2020-01-02,58.930000,59.400002,56.660000,58.849998,58.446106,33123600
2020-01-09,59.259998,62.250000,58.580002,61.619999,61.197098,46438100
2020-01-16,62.060001,62.480000,58.430000,59.639999,59.230686,34408700
2020-01-23,59.189999,60.380001,55.619999,56.650002,56.261208,43859900
2020-01-30,55.650002,59.299999,55.430000,58.889999,58.485832,35748300
2020-02-06,59.799999,60.029999,57.430000,59.470001,59.061855,23382100
2020-02-13,58.750000,59.470001,58.029999,58.509998,58.108440,18253700
2020-02-20,58.200001,58.990002,49.000000,49.590000,49.590000,61340500
2020-02-27,46.720001,50.980000,44.330002,48.500000,48.500000,108634700
2020-03-05,46.500000,46.930000,41.459999,42.669998,42.669998,126748100
2020-03-12,37.470001,38.779999,19.100000,23.490000,23.490000,202259800
2020-03-19,23.360001,33.279999,20.000000,31.100000,31.100000,280576900
2020-03-26,32.610001,35.889999,23.690001,23.870001,23.870001,203403000
2020-04-02,23.920000,25.850000,20.760000,23.230000,23.230000,349940600
2020-04-09,25.400000,25.530001,22.080000,24.350000,24.350000,316802000
2020-04-16,23.760000,24.610001,21.629999,22.469999,22.469999,261993600
2020-04-23,22.650000,27.600000,21.750000,27.320000,27.320000,303497100
2020-04-30,26.700001,27.230000,20.500000,21.000000,21.000000,304231800
2020-05-07,21.070000,22.920000,19.090000,19.410000,19.410000,240578100
2020-05-14,18.799999,23.100000,17.510000,22.719999,22.719999,331813200
2020-05-21,22.770000,27.850000,22.230000,26.320000,26.320000,254975600
2020-05-28,26.250000,28.600000,24.370001,28.469999,28.469999,259277900
2020-06-04,30.270000,37.240002,29.219999,31.639999,31.639999,498083100
2020-06-11,26.650000,33.020000,26.600000,30.719999,30.719999,321791400
2020-06-18,29.879999,31.520000,26.930000,27.340000,27.340000,209706700
2020-06-25,26.520000,29.850000,26.240000,27.700001,27.700001,188080200
2020-07-02,28.540001,28.730000,26.200001,27.010000,27.010000,108397500
2020-07-09,26.790001,28.879999,25.150000,28.600000,28.600000,186702200
2020-07-16,27.559999,27.950001,26.030001,26.250000,26.250000,106078200
2020-07-23,26.000000,27.700001,25.340000,25.719999,25.719999,96810700
2020-07-30,25.250000,27.040001,24.379999,26.469999,26.469999,97445800
2020-08-06,26.900000,30.820000,26.129999,29.090000,29.090000,143938800
2020-08-13,28.600000,29.580000,27.370001,27.670000,27.670000,78749100
2020-08-20,27.520000,30.280001,27.020000,29.950001,29.950001,109037900
2020-08-27,30.809999,32.209999,29.750000,31.139999,31.139999,106916500
2020-09-03,31.629999,33.099998,30.469999,31.760000,31.760000,102845700
2020-09-10,32.180000,34.990002,31.340000,34.570000,34.570000,97053800
2020-09-17,33.970001,35.070000,29.420000,29.559999,29.559999,130937300
2020-09-24,29.120001,31.959999,27.920000,30.580000,30.580000,97637400
2020-10-01,30.990000,32.720001,29.610001,32.150002,32.150002,90168700
2020-10-08,32.689999,33.270000,31.480000,31.760000,31.760000,85854000
2020-10-15,31.379999,32.410000,30.690001,31.500000,31.500000,63191200
2020-10-22,31.870001,34.040001,28.740000,29.650000,29.650000,93682200
2020-10-29,29.459999,31.360001,29.340000,30.430000,30.430000,72999000
2020-11-05,30.850000,38.689999,30.799999,35.020000,35.020000,132472400
2020-11-12,34.090000,39.299999,34.020000,37.910000,37.910000,106037200
2020-11-19,37.590000,41.490002,36.970001,41.290001,41.290001,79681900
2020-11-26,41.790001,42.189999,39.060001,41.070000,41.070000,53410100
2020-12-03,41.700001,43.759998,41.330002,42.110001,42.110001,84027900
2020-12-10,41.160000,42.750000,40.160000,41.080002,41.080002,57813400
2020-12-17,41.299999,41.419998,38.840000,40.240002,40.240002,67066800
2020-12-24,40.419998,40.910000,39.599998,40.560001,40.560001,32478200
2020-12-31,40.299999,40.900002,38.330002,40.380001,40.380001,49027400
2021-01-07,40.450001,40.950001,38.900002,40.450001,40.450001,50966200
2021-01-14,41.209999,42.639999,39.799999,41.619999,41.619999,55990200
2021-01-21,41.310001,41.430000,38.160000,38.520000,38.520000,65982900
2021-01-28,39.549999,40.369999,37.740002,37.959999,37.959999,39631200
